pai_version,fiscal_year,theme_number,theme_slug,indicator_id,mandatory,kind,indicator,numerator,denominator,source_url,retrieved_utc
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,111,Mandatory,ratio,percentage of primary schools have Boundary walls/fencing & gate,Number of Primary school has Boundary wall/fencing & gate,Number of Primary schools in GP,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,121,Mandatory,ratio,Percentage of Primary school has Kitchen garden,Number of Primary School has Kitchen Garden,Number of Primary schools in GP,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,123,Mandatory,binary,Whether the GP has play ground accessible to all children,Whether the GP has play ground accessible to all children,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,124,Mandatory,binary,Whether functional public library is available in Gram Panchayat area,Whether the GP has a well-equipped Library Cum Information Centre,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,125,Mandatory,binary,Whether the GP has child friendly park with required facilities,Whether the GP has child friendly park with required facilities,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,128,Mandatory,binary,Whether the GP has a functional Village Level Child Protection Committee (VLCPC),Whether the GP has a functional Village Level Child Protection Committee (VLCPC),,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,129,Mandatory,ratio,Whether any crime against children were reported from Gram Panchayat during the reference year,Number of Crime reported against Children during the year,Total Population of children (under 18 years) in GP,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,131,Mandatory,ratio,Whether there is any trafficked/missing girl children during the refernce year,Number of trafficked/missing girl children reported,Total number of trafficked & missing children,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,132,Mandatory,binary,Whether any POCSO cases reported in GP during the refernce year,Number of POCSO cases reported,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,133,Mandatory,ratio,Percentage of offences reported under POCSO,Number of offences reported during the reference year,Total Population of children (under 18 years) in GP,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,134,Mandatory,ratio,Whether any sexual crime against Girl Children were reported in GP during the reference year,Number of Sexual Crime reported against Girl Children,Number of Crime reported against Children during the year,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,136,Mandatory,binary,Whether the GP has taken any action to prevent child marriage,Whether the GP has taken any action to prevent child marriage,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,137,Mandatory,binary,Whether the GP has taken any initiative on preventing crimes against children?,Whether the GP has taken any initiative on preventing crimes against children?,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,138,Mandatory,binary,"Whether the GP has made list of Vulnerable children (Ultra Poor, differently abled, SC/ST, Migrants, etc)","Whether the GP has made list of Vulnerable children (Ultra Poor, differently abled, SC/ST, Migrants, etc.,)",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,139,Mandatory,binary,Whether Disaster Management Plan addresses the needs of children,Whether Disaster Management Plan addresses the needs of children,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,142,Mandatory,binary,Whether Resolution of the Bal Sabha is discussed in Gram Sabha and incorporated in GPDP,Whether Resolution of the Bal Sabha is discussed in Gram Sabha and incorporated in GPDP,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,143,Mandatory,binary,Whether the GP involves children/Adolescents in preparation and implementation of Gram Panchayat Development Plan,Whether the GP involves children/Adolescents in preparation and implementation of GPDP,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,144,Mandatory,binary,Whether the Village Level Child Protection Committee (VLCPC) has at least 2 children (adolescent) as member,Whether the Village Level Child Protection Committee has at least 2 children (adolescent) as member,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,145,Mandatory,binary,Whether the issues related to children are discussed in the Gram Sabha,Whether the issues related to children are discussed in the Gram Sabha,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,146,Mandatory,ratio,Percentage of child centric issues on which action has been taken (Action taken -against issues discussed),Number of child centric issues on which action has been taken by GP,Number of child centric issues discussed in Gram Sabha,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,147,Mandatory,ratio,"Number of public schools, markets, public institutions and public places where functional and easily accessible toliets for children are available","Number of public schools, markets, public institutions and public places where functional and easily accessible toilets for children are available","Total number of public schools, markets, public institutions and public places",https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,148,Mandatory,ratio,Percentage of public schools where separate and functional toilets are available for girls,Number of public schools where separate and functional toilets are available for girls,Total number of public schools,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,149,Mandatory,ratio,"Percentage of schools, Anganwadi, and community toilets having water facility & soap for hand washing","Number of schools, Anganwadi, and community toilets having water facility & soap for hand washing","Total number of schools, Anganwadi, and community toilets",https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,150,Mandatory,ratio,Percentage of budget earmarked for activities that directly benefit children,Total budget earmarked for activities that directly benefit children (Women and child development),Total GP Budget ( All scheme),https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,234,Mandatory,ratio,Percentage of Anganwadis having Colourful Wall Painting,Number of Anganwadis have Colourful Wall Painting,Number of Anganwadis in GP,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,236,Mandatory,ratio,Percentage of Anganwadis having Open space for outdoor activities,Number of Anganwadis have Open spaces for outdoor activities,Number of Anganwadis in GP,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,237,Mandatory,ratio,Percentage of Anganwadis having First Aid Box & Medicine Kit,Number of Anganwadis have a First Aid Box and medicine Kit,Number of Anganwadis in GP,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,238,Mandatory,ratio,Percentage of Anganwadis having Weighing Machine,Number of Anganwadis have a Weighing Machine,Number of Anganwadis in GP,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,239,Mandatory,ratio,Percentage of Anganwadis having Community Growth Chart and Mother and Child Protection Card,Number of Anganwadis has a Community Growth Chart and MCP Card,Number of Anganwadis in GP,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,240,Mandatory,ratio,Percentage of Anganwadis having a Smartphone for Anganwadi Workers,Number of Anganwadi have Smartphones for Anganwadi Workers(AWWs),Number of Anganwadis in GP,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,241,Mandatory,ratio,Percentage of Anganwadis having Ramps for Physically challenged children/persons,Number of Anganwadis have RAMPS for Physically challenged children/persons,Number of Anganwadis in GP,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,242,Mandatory,ratio,Percentage of Anganwadis having cooked food/supply of SNP or having gas connection for cooking meal etc,Number of Anganwadi have regular supply of SNP & Gas Connection,Number of Anganwadis in GP,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,244,Mandatory,ratio,Percentage of Anganwadis having Nutrition Garden,Number of Anganwadis have a Nutrition Garden,Number of Anganwadis in GP,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,302,Mandatory,ratio,Percentage of Primary Schools have their own building in GP,Number of Primary School has own building,Number of Primary schools in GP,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,305,Mandatory,ratio,Percentage of primary schools have Adequate Manpower,Number of Primary school has Adequate Manpower,Number of Primary schools in GP,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,306,Mandatory,ratio,Percentage of primary schools have Electricity,Number of Primary school has Electricity,Number of Primary schools in GP,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,308,Mandatory,ratio,Percentage of Primary School has Library,Number of Primary School has Library,Number of Primary schools in GP,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,309,Mandatory,ratio,Percentage of primary school has computer,Number of Primary School has computer,Number of Primary schools in GP,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,310,Mandatory,ratio,Percentage of primary schools have adequate Furniture,Number of primary school has adequate Furniture,Number of Primary schools in GP,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,311,Mandatory,ratio,Percentage of Primary school has Drinking water Facilities,Number of Primary School has Drinking Water Facilities,Number of Primary schools in GP,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,312,Mandatory,ratio,Percentage of Primary school has Separate Child Friendly toilets for girls and boys,Number of Primary School has Separate Child Friendly Toilet for girls and boys,Number of Primary schools in GP,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,313,Mandatory,ratio,Percentage of Primary school has RAMPS for Physically challenged persons,Number of Primary School has Ramps for Physically Challenged Persons,Number of Primary schools in GP,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,314,Mandatory,ratio,Percentage of Primary school has Play ground,Number of Primary School has Play Ground,Number of Primary schools in GP,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,316,Mandatory,ratio,Percentage of Anganwadis having computers for Children,Number of Anganwadis have Computer/mobile phone for Children,Number of Anganwadis in GP,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,395,Optional,ratio,Percentage of Children age 6-59 months who are anaemic (<11.0g/dl),Children aged 6-59 months who are anemic,Total Number of children in age group 6-59 months,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,431,Mandatory,ratio,Child Sex Ratio (0-6 years),Number of Girls in the age group 0-6 years,Number of Boys in the age group 0-6 years,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,439,Mandatory,binary,Whether any Missing Children reported from Gram Panchayat during reference year,Number of missing children reported,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,443,Mandatory,binary,Whether Child Marriage has been reported from Gram Panchayat during reference year,Number of Child Marriage reported,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,550,Mandatory,ratio,Percentage of maternal death to live birth,Maternal Deaths during the reference year,Live births of child during reference year,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,595,Mandatory,ratio,Percentage of primary Schools have a hygienic Kitchen,Number of Primary School has a kitchen,Number of Primary schools in GP,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,3,t3_child_friendly_panchayat,596,Mandatory,ratio,Percentage of Primary Schools having Children with Special Needs (CWSN) toilet,Total Number of Schools having Special Education in GP,Number of Schools,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,4,t4_water_sufficient_panchayat,36,Mandatory,ratio,Percentage of Household with Water Tap connections,Number of Households with Water Tap connections,Total Households,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=4&s=1,2026-09-06T06:50:29Z
PAI 1.0,2022-2023,4,t4_water_sufficient_panchayat,152,Mandatory,ratio,Percentage of Households not covered by Pipe Water Supply,Total number of Households not covered by Pipe Water Supply(PWS),Total Households,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=4&s=1,2026-09-06T06:50:29Z
